PROVIDER;DESCRIPTION;ACCOUNTID;REGION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN07.AR01;When a user account is disabled or deleted in the organization's IdP, the corresponding cloud identity and its access policies MUST be disabled or deleted within 24 hours.;Identity Provisioning and Lifecycle;Controls related to the provisioning and lifecycle of IAM identities.;CCC.IAM.CN07 Automate Identity De-provisioning;;Ensure that when an identity is terminated in the central Identity Provider (IdP), ts corresponding access to cloud resources is revoked automatically.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH10', 'CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-01']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2']}];PASS;User <root_account> does not have access keys.;arn:aws:iam::735291151388:root;<root_account>;iam_user_accesskey_unused;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN08.AR01;When an IAM user has credentials, such as passwords or access keys, that have not been used for 90 days or more, the unused credentials MUST be removed or deactivated.;Identity Provisioning and Lifecycle;Controls related to the provisioning and lifecycle of IAM identities.;CCC.IAM.CN08 Maximum Age for Unused Credentials;;Ensure that unused IAM credentals are removed to reduce exposure in the event of potential compromise.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];IAM user credentials (such as passwords or access keys) that have not been used for 90 days or more must be automatically removed or deactivated.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH11', 'CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-01']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2']}];PASS;User <root_account> does not have access keys.;arn:aws:iam::735291151388:root;<root_account>;iam_user_accesskey_unused;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN07.AR01;When a user account is disabled or deleted in the organization's IdP, the corresponding cloud identity and its access policies MUST be disabled or deleted within 24 hours.;Identity Provisioning and Lifecycle;Controls related to the provisioning and lifecycle of IAM identities.;CCC.IAM.CN07 Automate Identity De-provisioning;;Ensure that when an identity is terminated in the central Identity Provider (IdP), ts corresponding access to cloud resources is revoked automatically.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH10', 'CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-01']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2']}];PASS;User Alex does not have unused access keys for 45 days.;arn:aws:iam::735291151388:user/Alex;Alex;iam_user_accesskey_unused;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN08.AR01;When an IAM user has credentials, such as passwords or access keys, that have not been used for 90 days or more, the unused credentials MUST be removed or deactivated.;Identity Provisioning and Lifecycle;Controls related to the provisioning and lifecycle of IAM identities.;CCC.IAM.CN08 Maximum Age for Unused Credentials;;Ensure that unused IAM credentals are removed to reduce exposure in the event of potential compromise.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];IAM user credentials (such as passwords or access keys) that have not been used for 90 days or more must be automatically removed or deactivated.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH11', 'CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-01']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2']}];PASS;User Alex does not have unused access keys for 45 days.;arn:aws:iam::735291151388:user/Alex;Alex;iam_user_accesskey_unused;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR01;When an attempt is made to modify data on the service or a child resource, the service MUST block requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;IAM User Alex does not have AdministratorAccess policy.;arn:aws:iam::735291151388:user/Alex;Alex;iam_user_administrator_access_policy;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR02;When administrative access or configuration change is attempted on the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;IAM User Alex does not have AdministratorAccess policy.;arn:aws:iam::735291151388:user/Alex;Alex;iam_user_administrator_access_policy;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN07.AR01;When a user account is disabled or deleted in the organization's IdP, the corresponding cloud identity and its access policies MUST be disabled or deleted within 24 hours.;Identity Provisioning and Lifecycle;Controls related to the provisioning and lifecycle of IAM identities.;CCC.IAM.CN07 Automate Identity De-provisioning;;Ensure that when an identity is terminated in the central Identity Provider (IdP), ts corresponding access to cloud resources is revoked automatically.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH10', 'CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-01']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2']}];PASS;User Alex does not have console access enabled or is unused.;arn:aws:iam::735291151388:user/Alex;Alex;iam_user_console_access_unused;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.IAM.CN08.AR01;When an IAM user has credentials, such as passwords or access keys, that have not been used for 90 days or more, the unused credentials MUST be removed or deactivated.;Identity Provisioning and Lifecycle;Controls related to the provisioning and lifecycle of IAM identities.;CCC.IAM.CN08 Maximum Age for Unused Credentials;;Ensure that unused IAM credentals are removed to reduce exposure in the event of potential compromise.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];IAM user credentials (such as passwords or access keys) that have not been used for 90 days or more must be automatically removed or deactivated.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH11', 'CCC.IAM.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-01']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2']}];PASS;User Alex does not have console access enabled or is unused.;arn:aws:iam::735291151388:user/Alex;Alex;iam_user_console_access_unused;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN03.AR01;When an entity attempts to modify the service through a user interface, the authentication process MUST require multiple identifying factors for authentication.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN03 Implement Multi-factor Authentication (MFA) for Access;;Ensure that all sensitive activities require two or more identity factors during authentication to prevent unauthorized access.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-14']}];FAIL;User Alex does not have any type of MFA enabled.;arn:aws:iam::735291151388:user/Alex;Alex;iam_user_hardware_mfa_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN03.AR03;When an entity attempts to view information on the service through a user interface, the authentication process MUST require multiple identifying factors from the user.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN03 Implement Multi-factor Authentication (MFA) for Access;;Ensure that all sensitive activities require two or more identity factors during authentication to prevent unauthorized access.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-14']}];FAIL;User Alex does not have any type of MFA enabled.;arn:aws:iam::735291151388:user/Alex;Alex;iam_user_hardware_mfa_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN05.AR06;When any request is made to the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];FAIL;User Alex does not have any type of MFA enabled.;arn:aws:iam::735291151388:user/Alex;Alex;iam_user_hardware_mfa_enabled;False
aws;Common Cloud Controls Catalog (CCC) for AWS;735291151388;ap-south-1;2026-07-11 14:19:13.485135;CCC.Core.CN03.AR01;When an entity attempts to modify the service through a user interface, the authentication process MUST require multiple identifying factors for authentication.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN03 Implement Multi-factor Authentication (MFA) for Access;;Ensure that all sensitive activities require two or more identity factors during authentication to prevent unauthorized access.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-14']}];PASS;User Alex does not have Console Password enabled.;arn:aws:iam::735291151388:user/Alex;Alex;iam_user_mfa_enabled_console_access;False
