PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.CntrReg.CN01.AR01;Attempt to push an artifact with known vulnerabilities to the registry and observe if it is flagged or rejected by the vulnerability scanning process.;Risk Management;TODO: Describe this control family;CCC.CntrReg.CN01 Implement Vulnerability Scanning for Artifacts;;Ensure that container images and artifacts stored in the container registry are scanned for vulnerabilities to identify and remediate security issues before deployment.;['tlp-red', 'tlp-amber'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.CntrReg.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['ID.RA-1']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['RA-5', 'SI-5']}];FAIL;Container image scan is disabled in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/Containers;Containers;defender_container_images_scan_enabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.Core.CN03.AR02;When an entity attempts to modify the service through an API endpoint, the authentication process MUST require a credential such as an API key or token AND originate from within the trust perimeter.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN03 Implement Multi-factor Authentication (MFA) for Access;;Ensure that all sensitive activities require two or more identity factors during authentication to prevent unauthorized access.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-14']}];FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.Core.CN03.AR04;When an entity attempts to view information on the service through an API endpoint, the authentication process MUST require a credential such as an API key or token AND originate from within the trust perimeter.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN03 Implement Multi-factor Authentication (MFA) for Access;;Ensure that all sensitive activities require two or more identity factors during authentication to prevent unauthorized access.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-14']}];FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR02;When administrative access or configuration change is attempted on the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR06;When any request is made to the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.LB.CN09.AR01;When an API call originates outside the approved CIDR set, the request MUST be denied.;Identity and Access Management;Controls that restrict who can change or query load-balancer resources.;CCC.LB.CN09 Restrict Management API Access;;Limit load-balancer API calls to authorised identities and trusted networks.;['tlp-green', 'tlp-amber', 'tlp-red'];Combine VPC endpoints with IAM condition-key filters for protected APIs.;[{'ReferenceId': 'LB', 'Identifiers': ['CCC.LB.TH08']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-5']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['SC-7']}];FAIL;Conditional Access Policy does not require MFA for management API.;Conditional Access Policy;Conditional Access Policy;entra_conditional_access_policy_require_mfa_for_management_api;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR01;When an attempt is made to modify data on the service or a child resource, the service MUST block requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;There are 0 global administrators.;3882aa2b-35a5-4450-bcce-841318c97db2;Global Administrator;entra_global_admin_in_less_than_five_users;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR02;When administrative access or configuration change is attempted on the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;There are 0 global administrators.;3882aa2b-35a5-4450-bcce-841318c97db2;Global Administrator;entra_global_admin_in_less_than_five_users;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR06;When any request is made to the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;There are 0 global administrators.;3882aa2b-35a5-4450-bcce-841318c97db2;Global Administrator;entra_global_admin_in_less_than_five_users;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.IAM.CN01.AR01;When an identity policy for a non-administrative principal is evaluated, it MUST NOT grant permissions for creating credentials or generating temporary session tokens.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN01 Restrict IAM User Credentials Creation;;Prevent non-administrative principals from creating new long-lived credentials like access keys or generating temporary session tokens. This blocks a common privilege escalation and persistence vector.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-5', 'AC-6']}];FAIL;Non-privileged users are able to create security groups via the Access Panel and the Azure administration portal.;authorizationPolicy;Authorization Policy;entra_policy_default_users_cannot_create_security_groups;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.IAM.CN01.AR02;When a non-administrative principal attempts to create new credentials or a temporary session token, the service MUST deny the action.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN01 Restrict IAM User Credentials Creation;;Prevent non-administrative principals from creating new long-lived credentials like access keys or generating temporary session tokens. This blocks a common privilege escalation and persistence vector.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-5', 'AC-6']}];FAIL;Non-privileged users are able to create security groups via the Access Panel and the Azure administration portal.;authorizationPolicy;Authorization Policy;entra_policy_default_users_cannot_create_security_groups;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.IAM.CN01.AR01;When an identity policy for a non-administrative principal is evaluated, it MUST NOT grant permissions for creating credentials or generating temporary session tokens.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN01 Restrict IAM User Credentials Creation;;Prevent non-administrative principals from creating new long-lived credentials like access keys or generating temporary session tokens. This blocks a common privilege escalation and persistence vector.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-5', 'AC-6']}];FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;Authorization Policy;entra_policy_ensure_default_user_cannot_create_apps;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.IAM.CN01.AR02;When a non-administrative principal attempts to create new credentials or a temporary session token, the service MUST deny the action.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN01 Restrict IAM User Credentials Creation;;Prevent non-administrative principals from creating new long-lived credentials like access keys or generating temporary session tokens. This blocks a common privilege escalation and persistence vector.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH03']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-5', 'AC-6']}];FAIL;App creation is not disabled for non-admin users.;authorizationPolicy;Authorization Policy;entra_policy_ensure_default_user_cannot_create_apps;False
azure;Common Cloud Controls Catalog (CCC) for Azure;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;global;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR03;When administrative access or configuration change is attempted on the service or a child resource in a multi-tenant environment, the service MUST refuse requests across tenant boundaries unless the origin is explicitly included in a pre-approved allowlist.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];FAIL;There is no trusted location with IP ranges defined.;fd9388b0-2c00-4cf1-9e27-123b32fe4a92;vinayhereonhotmail.onmicrosoft.com;entra_trusted_named_locations_exists;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR01;When an attempt is made to modify data on the service or a child resource, the service MUST block requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;Role assignment 543fb8a5-e4b6-42b7-a54c-ca83525e1311 in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not grant User Access Administrator role.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Authorization/roleAssignments/543fb8a5-e4b6-42b7-a54c-ca83525e1311;543fb8a5-e4b6-42b7-a54c-ca83525e1311;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR02;When administrative access or configuration change is attempted on the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;Role assignment 543fb8a5-e4b6-42b7-a54c-ca83525e1311 in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not grant User Access Administrator role.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Authorization/roleAssignments/543fb8a5-e4b6-42b7-a54c-ca83525e1311;543fb8a5-e4b6-42b7-a54c-ca83525e1311;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR06;When any request is made to the service or a child resource, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;Role assignment 543fb8a5-e4b6-42b7-a54c-ca83525e1311 in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not grant User Access Administrator role.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Authorization/roleAssignments/543fb8a5-e4b6-42b7-a54c-ca83525e1311;543fb8a5-e4b6-42b7-a54c-ca83525e1311;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.IAM.CN02.AR01;When an identity policy for a non-administrative principal is evaluated, it MUST NOT grant permissions for creating, updating, or attaching policies.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN02 Restrict IAM Policies Modification;;Ensure that only designated administrative accounts have the ability to create, modify, or attach policies that define permissions for other identities.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH06']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-5', 'AC-6']}];PASS;Role assignment 543fb8a5-e4b6-42b7-a54c-ca83525e1311 in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not grant User Access Administrator role.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Authorization/roleAssignments/543fb8a5-e4b6-42b7-a54c-ca83525e1311;543fb8a5-e4b6-42b7-a54c-ca83525e1311;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.IAM.CN02.AR02;When a non-administrative principal attempts to create, update, or attach policies, the service MUST deny the action.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN02 Restrict IAM Policies Modification;;Ensure that only designated administrative accounts have the ability to create, modify, or attach policies that define permissions for other identities.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH06']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-5', 'AC-6']}];PASS;Role assignment 543fb8a5-e4b6-42b7-a54c-ca83525e1311 in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not grant User Access Administrator role.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Authorization/roleAssignments/543fb8a5-e4b6-42b7-a54c-ca83525e1311;543fb8a5-e4b6-42b7-a54c-ca83525e1311;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.IAM.CN03.AR01;When a policy is created or updated that grants a principal permission to assume a role or impersonate a service identity, the principal MUST NOT contain a wildcard or be public/anonymous.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN03 Restrict Role Assumption / Delegation;;"Limit which principals can assume a role or impersonate a service identity to only those required. This prevents unintended cross-account or public access by securing the ""who can act as this identity"" boundary.";['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH02']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-3', 'PR.AC-4']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-6']}];PASS;Role assignment 543fb8a5-e4b6-42b7-a54c-ca83525e1311 in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not grant User Access Administrator role.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Authorization/roleAssignments/543fb8a5-e4b6-42b7-a54c-ca83525e1311;543fb8a5-e4b6-42b7-a54c-ca83525e1311;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.IAM.CN03.AR02;When an external or unauthenticated principal tries to assume a role or impersonate a service identity, the service MUST deny the action.;Identity and Access Management;Controls that restrict who can access and modify IAM resources.;CCC.IAM.CN03 Restrict Role Assumption / Delegation;;"Limit which principals can assume a role or impersonate a service identity to only those required. This prevents unintended cross-account or public access by securing the ""who can act as this identity"" boundary.";['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.IAM.TH02']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AC-3', 'PR.AC-4']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-2', 'AC-3', 'AC-6']}];PASS;Role assignment 543fb8a5-e4b6-42b7-a54c-ca83525e1311 in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not grant User Access Administrator role.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Authorization/roleAssignments/543fb8a5-e4b6-42b7-a54c-ca83525e1311;543fb8a5-e4b6-42b7-a54c-ca83525e1311;iam_role_user_access_admin_restricted;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_policy_assignment;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_nsg;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_public_ip_address_rule;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;global;2026-07-02 17:42:33.244336;CCC.Core.CN04.AR01;When administrative access or configuration change is attempted on the service or a child resource, the service MUST log the client identity, time, and result of the attempt.;Logging and Monitoring;The Logging & Monitoring control family ensures that access, changes, and security-relevant events are captured, monitored, and alerted on in order to provide visibility, support incident response, and meet compliance requirements.;CCC.Core.CN04 Log All Access and Changes;;Ensure that all access attempts are logged to maintain a detailed audit trail for security and compliance purposes.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['LOG-08']}];FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08;7e3283a3-d466-4e6f-95b1-543eec016e08;monitor_alert_create_update_security_solution;False
