PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_FAMILYNAME;REQUIREMENTS_ATTRIBUTES_FAMILYDESCRIPTION;REQUIREMENTS_ATTRIBUTES_SECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTION;REQUIREMENTS_ATTRIBUTES_SUBSECTIONOBJECTIVE;REQUIREMENTS_ATTRIBUTES_APPLICABILITY;REQUIREMENTS_ATTRIBUTES_RECOMMENDATION;REQUIREMENTS_ATTRIBUTES_SECTIONTHREATMAPPINGS;REQUIREMENTS_ATTRIBUTES_SECTIONGUIDELINEMAPPINGS;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.Logging.CN05.AR02;When the URL of a log storage bucket's object is accessed publicly, the action MUST be denied by bucket policy.;Identity and Access Management;Controls that restrict who can access and modify logs.;CCC.Logging.CN05 Ensure Log Bucket is Not Publicly Accessible;;Ensure that log storage buckets are not publicly accessible to prevent unauthorized access to sensitive log data. In addition, logs should be replicated to another cloud region to enhance availability, durability, and support disaster recovery requirements.;['tlp-red', 'tlp-amber', 'tlp-green'];Configure bucket policies and access control lists (ACLs) to restrict public access. Regularly review bucket permissions to ensure no public access has been inadvertently granted.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3', 'SC-7']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has allow blob public access enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_blob_public_access_level_is_disabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN03.AR01;When an object storage bucket deletion is attempted, the bucket MUST be fully recoverable for a set time-frame after deletion is requested.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle.;CCC.ObjStor.CN03 Prevent Bucket Deletion Through Irrevocable Bucket Retention Policy;;Ensure that object storage bucket is not deleted after creation, and that the preventative measure cannot be unset.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH06']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-16', 'DSP-17']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have blob versioning enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_blob_versioning_is_enabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN05.AR01;When an object is uploaded to the object storage bucket, the object MUST be stored with a unique identifier.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle.;CCC.ObjStor.CN05 Versioning is Enabled for All Objects in the Bucket;;Ensure that versioning is enabled for all objects stored in the object storage bucket to enable recovery of previous versions of objects in case of loss or corruption.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH06']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-16', 'DSP-17']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have blob versioning enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_blob_versioning_is_enabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN05.AR02;When an object is modified, the service MUST assign a new unique identifier to the modified object to differentiate it from the previous version.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle.;CCC.ObjStor.CN05 Versioning is Enabled for All Objects in the Bucket;;Ensure that versioning is enabled for all objects stored in the object storage bucket to enable recovery of previous versions of objects in case of loss or corruption.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH06']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-16', 'DSP-17']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have blob versioning enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_blob_versioning_is_enabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN05.AR03;When an object is modified, the service MUST allow for recovery of previous versions of the object.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle.;CCC.ObjStor.CN05 Versioning is Enabled for All Objects in the Bucket;;Ensure that versioning is enabled for all objects stored in the object storage bucket to enable recovery of previous versions of objects in case of loss or corruption.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH06']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-16', 'DSP-17']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have blob versioning enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_blob_versioning_is_enabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN05.AR04;When an object is deleted, the service MUST retain other versions of the object to allow for recovery of previous versions.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle.;CCC.ObjStor.CN05 Versioning is Enabled for All Objects in the Bucket;;Ensure that versioning is enabled for all objects stored in the object storage bucket to enable recovery of previous versions of objects in case of loss or corruption.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH06']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-16', 'DSP-17']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have blob versioning enabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_blob_versioning_is_enabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.Core.CN10.AR01;When data is replicated, the service MUST ensure that replication only occurs to destinations that are explicitly included within the defined trust perimeter.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN10 Restrict Data Replication to Trust Perimeter;;Ensure that data is only replicated on infrastructure in locations that are explicitly included within a defined trust perimeter.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH04']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-10', 'DSP-19']}];PASS;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has cross-tenant replication disabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_cross_tenant_replication_disabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR03;When administrative access or configuration change is attempted on the service or a child resource in a multi-tenant environment, the service MUST refuse requests across tenant boundaries unless the origin is explicitly included in a pre-approved allowlist.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has cross-tenant replication disabled.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_cross_tenant_replication_disabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR04;When data is requested from outside the trust perimeter, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has network access rule set to Deny.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_default_network_access_rule_is_denied;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.AuditLog.CN10.AR02;When the URL of a audit log storage bucket's object is accessed publicly then, it should be denied by bucket policy.;Confidentiality;Controls designed to protected the confidentiality of Audit Log data.;CCC.AuditLog.CN10 Ensure Audit Bucket is Not Publicly Accessible;;Ensure that audit log storage buckets are not publicly accessible to prevent unauthorized exposure of sensitive log data.;['tlp-red', 'tlp-amber', 'tlp-green'];Configure bucket policies and access control lists (ACLs) to restrict public access. Regularly review bucket permissions to ensure no public access has been inadvertently granted.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'NIST-CSF', 'Identifiers': ['PR.AA-05']}, {'ReferenceId': 'NIST_800_53', 'Identifiers': ['AC-3', 'SC-7']}];PASS;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has network access rule set to Deny.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_default_network_access_rule_is_denied;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR03;When administrative access or configuration change is attempted on the service or a child resource in a multi-tenant environment, the service MUST refuse requests across tenant boundaries unless the origin is explicitly included in a pre-approved allowlist.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;Default to Microsoft Entra authorization is enabled for storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_default_to_entra_authorization_enabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.Core.CN05.AR04;When data is requested from outside the trust perimeter, the service MUST refuse requests from unauthorized entities.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources. These controls establish strong authentication, enforce multi-factor verification, and restrict access to approved sources to prevent unauthorized use or data exfiltration.;CCC.Core.CN05 Prevent Access from Untrusted Entities;;Ensure that secure access controls enforce the principle of least privilege to restrict access to authorized entities from explicitly trusted sources only.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-01', 'DSP-07', 'DSP-08', 'DSP-10', 'DSP-17']}];PASS;Default to Microsoft Entra authorization is enabled for storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_default_to_entra_authorization_enabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN02.AR01;When a permission set is allowed for an object in a bucket, the service MUST allow the same permission set to access all objects in the same bucket.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources.;CCC.ObjStor.CN02 Enforce Uniform Bucket-level Access to Prevent Inconsistent Permissions;;Ensure that uniform bucket-level access is enforced across all object storage buckets. This prevents the use of ad-hoc or inconsistent object-level permissions, ensuring centralized, consistent, and secure access management in accordance with the principle of least privilege.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-08']}];PASS;Default to Microsoft Entra authorization is enabled for storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_default_to_entra_authorization_enabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN02.AR02;When a permission set is denied for an object in a bucket, the service MUST deny the same permission set to access all objects in the same bucket.;Identity and Access Management;The Identity and Access Management control family ensures that only trusted and authenticated entities can access resources.;CCC.ObjStor.CN02 Enforce Uniform Bucket-level Access to Prevent Inconsistent Permissions;;Ensure that uniform bucket-level access is enforced across all object storage buckets. This prevents the use of ad-hoc or inconsistent object-level permissions, ensuring centralized, consistent, and secure access management in accordance with the principle of least privilege.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-08']}];PASS;Default to Microsoft Entra authorization is enabled for storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_default_to_entra_authorization_enabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.Core.CN02.AR01;When data is stored, it MUST be encrypted using the latest industry-standard encryption methods.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN02 Encrypt Data for Storage;;Ensure that all data stored is encrypted at rest using strong encryption algorithms.;['tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'UEM-08', 'DSP-17']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not encrypt with CMKs.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_ensure_encryption_with_customer_managed_keys;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.Core.CN11.AR03;When encrypting data, the service MUST verify that customer-managed encryption keys (CMEKs) are used.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN11 Protect Encryption Keys;;Ensure that encryption keys are managed securely by enforcing the use of approved algorithms, regular key rotation, and customer-managed encryption keys (CMEKs).;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH16']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-08', 'CEK-10', 'CEK-12']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not encrypt with CMKs.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_ensure_encryption_with_customer_managed_keys;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN01.AR01;When a request is made to read a bucket, the service MUST prevent any request using KMS keys not listed as trusted by the organization.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle.;CCC.ObjStor.CN01 Prevent Requests to Buckets or Objects with Untrusted KMS Keys;;Prevent any requests to object storage buckets or objects using untrusted KMS keys to protect against unauthorized data encryption, or sensitive data decryption.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01', 'CCC.Core.TH06']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-01', 'IAM-03', 'DSP-17']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not encrypt with CMKs.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_ensure_encryption_with_customer_managed_keys;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN01.AR02;When a request is made to read an object, the service MUST prevent any request using KMS keys not listed as trusted by the organization.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle.;CCC.ObjStor.CN01 Prevent Requests to Buckets or Objects with Untrusted KMS Keys;;Prevent any requests to object storage buckets or objects using untrusted KMS keys to protect against unauthorized data encryption, or sensitive data decryption.;['tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01', 'CCC.Core.TH06']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-01', 'IAM-03', 'DSP-17']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not encrypt with CMKs.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_ensure_encryption_with_customer_managed_keys;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN01.AR03;When a request is made to write to a bucket, the service MUST prevent any request using KMS keys not listed as trusted by the organization.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle.;CCC.ObjStor.CN01 Prevent Requests to Buckets or Objects with Untrusted KMS Keys;;Prevent any requests to object storage buckets or objects using untrusted KMS keys to protect against unauthorized data encryption, or sensitive data decryption.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01', 'CCC.Core.TH06']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-01', 'IAM-03', 'DSP-17']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not encrypt with CMKs.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_ensure_encryption_with_customer_managed_keys;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN01.AR04;When a request is made to write to an object, the service MUST prevent any request using KMS keys not listed as trusted by the organization.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle.;CCC.ObjStor.CN01 Prevent Requests to Buckets or Objects with Untrusted KMS Keys;;Prevent any requests to object storage buckets or objects using untrusted KMS keys to protect against unauthorized data encryption, or sensitive data decryption.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH01', 'CCC.Core.TH06']}];[{'ReferenceId': 'CCM', 'Identifiers': ['IAM-01', 'IAM-03', 'DSP-17']}];FAIL;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not encrypt with CMKs.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_ensure_encryption_with_customer_managed_keys;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.ObjStor.CN04.AR01;When an object is uploaded to the object storage system, the object MUST automatically receive a default retention policy that prevents premature deletion or modification.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle.;CCC.ObjStor.CN04 Objects have an Effective Retention Policy by Default;;Ensure that all objects stored in the object storage system have a retention policy applied by default, preventing premature deletion or modification of objects.;['tlp-clear', 'tlp-green', 'tlp-amber', 'tlp-red'];;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH06']}, {'ReferenceId': 'CCC.ObjStor', 'Identifiers': ['CCC.ObjStor.TH01']}];[{'ReferenceId': 'CCM', 'Identifiers': ['DSP-16', 'DSP-17']}];PASS;File share soft delete is enabled for storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) with a retention period of 7 days.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw/fileServices/default;stcloudguardianlab87byw;storage_ensure_file_shares_soft_delete_is_enabled;False
azure;Common Cloud Controls Catalog (CCC) for Azure;7e3283a3-d466-4e6f-95b1-543eec016e08;centralus;2026-07-02 17:42:33.244336;CCC.Core.CN01.AR01;When a port is exposed for non-SSH network traffic, all traffic MUST include a TLS handshake AND be encrypted using TLS 1.3 or higher.;Data;The Data control family ensures the confidentiality, integrity, availability, and sovereignty of data across its lifecycle. These controls govern how data is transmitted, stored, replicated, and protected from unauthorized access, tampering, or exposure beyond defined trust perimeters.;CCC.Core.CN01 Encrypt Data for Transmission;;Ensure that all communications are encrypted in transit to protect data integrity and confidentiality.;['tlp-green', 'tlp-amber', 'tlp-red'];Most cloud services enable TLS 1.3 by default. Where it is not already set, ensure that your services are configured or updated accordingly.;[{'ReferenceId': 'CCC', 'Identifiers': ['CCC.Core.TH02']}];[{'ReferenceId': 'CCM', 'Identifiers': ['CEK-03', 'CEK-04', 'IVS-03', 'IVS-07']}];PASS;Storage account stcloudguardianlab87byw from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) has TLS version set to 1.2.;/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Storage/storageAccounts/stcloudguardianlab87byw;stcloudguardianlab87byw;storage_ensure_minimum_tls_version_12;False
